957858	56547
957858	56550
957858	56553
957858	56557
957858	56559
957858	56563
957858	56566
957858	56569
957858	56573
957858	56576
957858	56584
957858	56587
957858	56591
957858	56594
957858	56597
957858	56600
957858	56603
957858	56606
957858	56609
957858	56612
957858	56615
957858	56618
957858	56621
957858	56624
957858	56628
957858	56631
957858	56634
957858	56637
957858	56640
957858	56644
957858	56647
957858	56650
957858	56653
957858	56658
957858	56661
957858	56664
957858	56667
957858	56670
957858	56674
957858	56678
957858	56682
957858	56684
957858	56687
957858	56691
957858	56694
957858	56697
957858	56700
957858	56703
957858	56707
957858	56710
957858	56713
957858	56717
957858	56721
957858	56725
957858	56728
957858	56731
957858	56734
957858	56737
957858	56740
957858	56743
957858	56746
957858	56749
957858	56753
957858	56756
957858	56760
957858	56766
957858	56770
957858	56773
957858	56776
957858	56779
957858	56782
957858	56785
957858	56788
957858	56792
957858	56795
957858	56798
957849	56801
957849	56804
957849	56806
957849	56810
957849	56813
957849	56815
957849	56818
957849	56821
957849	56824
957849	56827
957849	56830
957849	56832
957849	56836
957849	56838
957849	56841
957849	56845
957849	56847
957849	56851
957849	56854
957849	56858
957849	56860
957849	56865
957849	56868
957849	56871
957849	56875
957849	56877
957849	56881
957849	56883
957849	56886
957849	56890
957849	56894
957849	56898
957849	56902
957849	56905
957849	56909
957849	56912
957849	56915
957849	56918
957849	56921
957849	56925
957849	56928
957849	56931
957849	56934
957849	56937
957849	56941
957849	56945
957849	56947
957849	56950
957849	56954
957849	56957
957849	56960
957849	56963
957849	56966
957849	56971
957849	56975
957849	56979
957849	56982
957849	56985
957849	56988
957849	57002
957849	57006
957849	57010
957849	57013
957849	57017
957849	57020
957849	57023
957849	57026
957849	57029
957849	57033
957849	57036
957849	57039
957849	57043
957849	57046
957849	57049
957849	57052
957849	57055
957849	57058
957849	57062
957849	57066
957849	57069
957849	57072
957849	57075
957849	57078
957849	57081
957849	57083
957849	57092
957849	57096
957849	57099
957849	57102
957849	57105
957849	57109
957849	57112
957849	57115
957849	57118
957849	57121
957849	57126
957849	57129
957849	57133
957849	57136
957849	57138
957849	57184
957849	57187
957849	57191
957849	57195
957849	57197
957849	57201
957849	57204
957849	57207
957849	57211
957849	57214
957849	57216
957849	57220
957849	57223
957849	57227
957849	57230
957849	57233
957849	57236
957849	57239
957849	57243
957849	57246
957849	57248
957849	57251
957849	57255
957849	57258
957849	57261
957849	57265
957849	57268
957849	57270
957849	57274
957849	57277
957849	57280
957849	57283
957849	57286
957849	57289
957849	57292
957849	57295
957849	57300
957849	57303
957849	57311
957849	57314
957849	57317
957849	57321
957849	57324
957849	57327
957849	57330
957849	57332
957849	57335
957849	57338
957849	57341
957849	57345
957849	57347
957849	57350
957849	57353
957849	57356
957849	57359
957849	57362
957849	57365
957849	57368
957849	57371
957849	57375
957849	57378
957849	57381
957849	57383
957849	57386
957849	57389
957849	57392
957849	57395
957849	57398
957849	57401
957849	57403
957849	57407
957849	57410
957849	57413
957849	57416
957849	57419
957849	57422
957849	57425
957849	57428
957849	57437
957849	57449
957849	57453
957849	57457
957849	57463
957849	57476
957849	57481
957849	57488
957849	57499
957849	57510
957849	57523
957849	57528
957849	57531
957849	57534
957849	57538
957849	57541
957849	57546
957849	57549
957849	57552
957849	57556
957849	57560
957849	57565
957849	57569
957849	57573
957849	57576
957849	57579
957849	57582
957849	57586
957849	57588
957849	57592
957849	57595
957849	57597
957849	57600
957849	57603
957849	57606
957849	57609
957849	57612
957849	57615
957849	57618
957849	57621
957849	57623
957849	57627
957849	57630
957849	57632
957849	57636
957849	57638
957849	57641
957849	57644
957849	57647
957849	57649
957849	57652
957849	57655
957849	57658
957849	57661
957849	57668
957849	57671
957849	57674
957849	57677
957849	57681
957849	57686
957849	57689
957849	57693
957849	57696
957849	57699
957849	57702
957849	57705
957849	57708
957849	57711
957849	57714
957849	57717
957849	57720
957849	57722
957849	57726
957849	57729
957849	57732
957849	57735
957849	57739
957849	57741
957849	57744
957849	57748
957849	57753
957849	57756
957849	57760
957849	57764
957849	57768
957849	57771
957849	57774
957849	57777
957849	57781
957849	57784
957849	57789
957849	57792
957849	57795
957849	57798
957860	57801
957860	57803
957860	57806
957860	57809
957860	57813
957860	57816
957860	57819
957860	57822
957860	57825
957860	57828
957860	57831
957860	57834
957860	57837
957860	57840
957860	57844
957860	57847
957860	57850
957860	57853
957860	57855
957860	57858
957860	57861
957860	57865
957860	57868
957860	57871
957860	57874
957860	57877
957860	57880
957860	57883
957860	57886
957860	57889
957860	57892
957860	57895
957860	57898
957860	57900
957860	57903
957860	57907
957860	57910
957860	57913
957860	57916
957860	57918
957860	57921
957860	57924
957860	57928
957860	57931
957860	57934
957860	57936
957860	57939
957860	57943
957860	57946
957860	57949
957860	57953
957860	57955
957860	57958
957860	57962
957860	57965
957860	57968
957860	57971
957860	57974
957860	57978
957860	57980
957860	57983
957860	57999
957860	58002
957860	58005
957860	58008
957860	58012
957860	58015
957860	58019
957860	58022
957860	58025
957860	58028
957860	58031
957860	58034
957860	58037
957860	58039
957860	58042
957860	58046
957860	58049
957860	58052
957860	58054
957860	58057
957860	58060
957860	58064
957860	58067
957860	58069
957860	58072
957860	58075
957860	58078
957860	58081
957860	58084
957860	58087
957860	58090
957860	58093
957860	58096
957860	58099
957860	58102
957860	58105
957860	58109
957860	58113
957860	58116
957860	58119
957860	58121
957860	58124
957860	58128
957860	58130
957860	58133
957860	58136
957860	58185
957860	58189
957860	58193
957860	58196
957860	58199
957860	58202
957860	58204
957860	58207
957860	58210
957860	58213
957860	58216
957860	58219
957860	58221
957860	58225
957860	58227
957860	58230
957860	58233
957860	58236
957860	58239
957860	58242
957860	58245
957860	58248
957860	58251
957860	58254
957860	58257
957860	58260
957860	58264
957860	58267
957860	58270
957860	58272
957860	58275
957860	58278
957860	58281
957860	58284
957860	58288
957860	58290
957860	58293
957860	58312
957860	58316
957860	58320
957860	58323
957860	58326
957860	58329
957860	58332
957860	58335
957860	58338
957860	58340
957860	58343
957860	58347
957860	58349
957860	58352
957860	58355
957860	58358
957860	58363
957860	58367
957860	58370
957860	58374
957860	58380
957860	58383
957860	58385
957860	58388
957860	58391
957860	58395
957860	58398
957860	58401
957860	58404
957860	58407
957860	58410
957860	58414
957860	58417
957860	58420
957860	58422
957860	58425
957860	58429
957860	58431
957860	58434
957860	58438
957860	58440
957860	58444
957860	58447
957860	58450
957860	58454
957860	58456
957860	58459
957860	58463
957860	58469
957860	58476
957860	58482
957860	58486
957860	58490
957860	58493
957860	58496
957860	58499
957860	58502
957860	58504
957860	58508
957860	58511
957860	58513
957860	58517
957860	58520
957860	58522
957860	58526
957860	58528
957860	58531
957860	58535
957860	58538
957860	58540
957860	58544
957860	58547
957860	58549
957860	58553
957860	58556
957860	58558
957860	58562
957860	58565
957860	58567
957860	58571
957860	58574
957860	58577
957860	58580
957860	58583
957860	58586
957860	58589
957860	58591
957860	58594
957860	58598
957860	58601
957860	58604
957860	58608
957860	58611
957860	58614
957860	58617
957860	58620
957860	58622
957860	58625
957860	58628
957860	58630
957860	58634
957860	58636
957860	58639
957860	58642
957860	58646
957860	58649
957860	58652
957860	58655
957860	58658
957860	58662
957860	58666
957860	58669
957860	58673
957860	58676
957860	58679
957860	58682
957860	58685
957860	58688
957860	58691
957860	58695
957860	58698
957860	58700
957860	58703
957860	58706
957860	58709
957860	58712
957860	58715
957860	58718
957860	58721
957860	58724
957860	58727
957860	58729
957860	58733
957860	58735
957860	58738
957860	58741
957860	58745
957860	58748
957860	58751
957860	58754
957860	58756
957860	58760
957860	58763
957860	58766
957860	58769
957860	58772
957860	58775
957860	58779
957860	58781
957860	58784
957860	58787
957860	58790
957860	58793
957860	58796
957860	58799
957852	58802
957852	58805
957852	58808
957852	58811
957852	58814
957852	58817
957852	58820
957852	58823
957852	58826
957852	58829
957852	58832
957852	58835
957852	58837
957852	58841
957852	58843
957852	58846
957852	58849
957852	58852
957852	58855
957852	58857
957852	58861
957852	58864
957852	58867
957852	58870
957852	58872
957852	58875
957852	58879
957852	58882
957852	58886
957852	58889
957852	58892
957852	58895
957852	58898
957852	58901
957852	58904
957852	58907
957852	58910
957852	58914
957852	58916
957852	58919
957852	58923
957852	58925
957852	58929
957852	58932
957852	58935
957852	58937
957852	58940
957852	58943
957852	58946
957852	58949
957852	58952
957852	58955
957852	58958
957852	58961
957852	58964
957852	58967
957852	58972
957852	58975
957852	58978
957852	58981
957852	58985
957852	58988
957852	58991
957852	58996
957852	58999
957852	59002
957852	59006
957852	59008
957852	59011
957852	59014
957852	59018
957852	59021
957852	59024
957852	59027
957852	59030
957852	59033
957852	59036
957852	59039
957852	59042
957852	59044
957852	59048
957852	59051
957852	59053
957852	59056
957852	59059
957852	59062
957852	59066
957852	59068
957852	59071
957852	59074
957852	59077
957852	59080
957852	59083
957852	59086
957852	59089
957852	59091
957852	59095
957852	59098
957852	59101
957852	59104
957852	59107
957852	59110
957852	59115
957852	59118
957852	59121
957852	59124
957852	59127
957852	59131
957852	59133
957852	59136
957852	59180
957852	59183
957852	59186
957852	59190
957852	59193
957852	59196
957852	59200
957852	59203
957852	59207
957852	59209
957852	59212
957852	59215
957852	59218
957852	59221
957852	59224
957852	59227
957852	59229
957852	59232
957852	59246
957852	59252
957852	59261
957852	59265
957852	59268
957852	59272
957852	59275
957852	59279
957852	59282
957852	59286
957852	59288
957852	59291
957852	59294
957852	59303
957852	59310
957852	59315
957852	59319
957852	59321
957852	59324
957852	59327
957852	59330
957852	59333
957852	59336
957852	59338
957852	59342
957852	59344
957852	59347
957852	59350
957852	59353
957852	59355
957852	59358
957852	59361
957852	59364
957852	59368
957852	59371
957852	59373
957852	59377
957852	59382
957852	59385
957852	59388
957852	59391
957852	59394
957852	59397
957852	59400
957852	59403
957852	59406
957852	59409
957852	59412
957852	59415
957852	59417
957852	59420
957852	59423
957852	59426
957852	59428
957852	59431
957852	59434
957852	59437
957852	59440
957852	59443
957852	59446
957852	59450
957852	59452
957852	59455
957852	59458
957852	59461
957852	59464
957852	59468
957852	59471
957852	59473
957852	59476
957852	59480
957852	59483
957852	59487
957852	59489
957852	59492
957852	59495
957852	59498
957852	59500
957852	59503
957852	59506
957852	59509
957852	59512
957852	59515
957852	59518
957852	59521
957852	59524
957852	59527
957852	59530
957852	59533
957852	59536
957852	59539
957852	59542
957852	59544
957852	59548
957852	59550
957852	59553
957852	59556
957852	59559
957852	59562
957852	59566
957852	59568
957852	59571
957852	59574
957852	59577
957852	59580
957852	59583
957852	59586
957852	59589
957852	59592
957852	59595
